Protein IDs	Peptides	Razor + unique peptides	Unique peptides	Score	Intensity	LFQ intensity KES1	LFQ intensity KES2	LFQ intensity KES3	LFQ intensity PBS1	LFQ intensity PBS2	LFQ intensity PBS3	LFQ intensity W1	LFQ intensity W2	LFQ intensity W3	Only identified by site	Reverse	Potential contaminant	id
765094712-stool1_revised_scaffold634_5_gene33426;160704339-stool1_revised_scaffold9618_1_gene27378	2	2	2	0.0	32215300	0	0	0	5361900	5568500	5148000	4809800	4414300	6912800				302
O2.UC2-1_GL0196715;V1.FI26_GL0135189;160765029-stool1_revised_C1044268_1_gene24543;BGI-34A_GL0067003;O2.UC48-1_GL0119235;MH0192_GL0024185;MH0059_GL0030672;T2D-22A_GL0080922;T2D-140A_GL0008688;MH0002_GL0013660;N087A_GL0002312	1	1	1	0.0	13193600	0	0	0	2104900	2056800	2161900	2069600	2525300	2275100				303
160765029-stool1_revised_C1096984_1_gene133136;N038A_GL0034116;V1.FI07_GL0160940;T2D-22A_GL0080994;T2D-25A_GL0069810;O2.UC48-1_GL0202056;MH0438_GL0070338;MH0433_GL0152134;MH0054_GL0033961;MH0193_GL0153965;T2D-6A_GL0201066	8	2	0	0.0	68359940	26853000	11429000	28238000	222120	373750	265030	271120	288340	419580				304
160765029-stool1_revised_C1101688_1_gene189603;MH0012_GL0011876	1	1	1	0.0	22249500	5639900	4501800	3611700	1731700	1665200	0	0	1921500	3177700				305
160765029-stool1_revised_C1103780_1_gene67690;V1.UC40-0_GL0011870;V1.UC26-0_GL0010270;MH0266_GL0009165;MH0377_GL0096525;MH0105_GL0061305;MH0338_GL0153454	4	4	0	0.0	151487600	1453400	1575100	1531100	23017000	31550000	22195000	24098000	21932000	24136000				306
160765029-stool1_revised_C1109099_1_gene95417;T2D-22A_GL0020387;MH0153_GL0033334;MH0008_GL0010302;T2D-189A_GL0090880;MH0377_GL0117190;160400887-stool1_revised_scaffold27178_2_gene156254;MH0443_GL0142053;V1.FI17_GL0032981	4	1	1	0.0	16871700	0	0	0	2591500	2943800	2123400	3384000	3400300	2428700				307
T2D-51A_GL0110893;160765029-stool1_revised_C1109731_1_gene185752;MH0309_GL0023556;MH0127_GL0102134;MH0356_GL0017015;DLM021_GL0041508	1	1	1	0.0	21952200	2166300	1851000	1906700	2511200	2511300	2620000	2881400	3070500	2433800				308
MH0309_GL0130476;MH0229_GL0078156;160765029-stool1_revised_C1119309_1_gene71229	3	2	2	0.0	52922600	14046000	13069000	16461000	1868500	0	2170200	2507300	2800600	0				309
MH0229_GL0209008;MH0149_GL0123026;MH0020_GL0046915;160765029-stool1_revised_scaffold10610_1_gene69078;T2D-22A_GL0026943;MH0309_GL0059103;MH0274_GL0016520;T2D-51A_GL0153870	9	2	0	0.0	76135700	6676700	12681000	7835200	9082700	9423700	10254000	9118400	11064000	0				310
160765029-stool1_revised_scaffold14906_2_gene175703;HT14A_GL0102996;V1.CD54-0_GL0054367	9	1	0	0.0	50386100	0	13108000	3468900	8857200	0	0	7943100	8375300	8633600				311
MH0384_GL0181488;MH0309_GL0158896;MH0298_GL0034515;MH0057_GL0018797;MH0039_GL0065425;MH0020_GL0032970;MH0016_GL0021051;160765029-stool1_revised_scaffold20370_1_gene177856;T2D-106A_GL0035230;MH0267_GL0093334;MH0441_GL0213629;MH0206_GL0218629;MH0435_GL0198737;T2D-73A_GL0029028;T2D-135A_GL0121453;MH0438_GL0213412;MH0189_GL0065303;MH0410_GL0159686;MH0267_GL0006201;O2.UC24-1_GL0122832;O2.UC1-1_GL0125627;MH0407_GL0196622;MH0290_GL0054493;MH0281_GL0028479;MH0265_GL0021850;MH0047_GL0010761;MH0004_GL0006386;MH0003_GL0001962;O2.UC24-2_GL0114163;MH0243_GL0121471;MH0192_GL0133291;MH0055_GL0008242;MH0055_GL0004906;MH0052_GL0007889;MH0046_GL0018661;MH0314_GL0113004;MH0006_GL0156512;MH0126_GL0110614;MH0107_GL0031791;MH0120_GL0058568;MH0452_GL0009270;T2D-110A_GL0107034;BGI-27A_GL0102257;MH0158_GL0058188;T2D-22A_GL0125356;T2D-134A_GL0093453;T2D-8A_GL0011150;T2D-48A_GL0125739;T2D-113A_GL0141566;N087A_GL0080597;N085A_GL0012734;MH0402_GL0199092;MH0381_GL0148012;MH0298_GL0152080;MH0274_GL0109840;MH0179_GL0038363;DOM005_GL0025942;765094712-stool1_revised_scaffold6043_1_gene16280;MH0101_GL0077103;T2D-135A_GL0023641;MH0087_GL0015113;MH0010_GL0043744;764143897-stool1_revised_scaffold9015_1_gene44330;V1.UC41-0_GL0002913;MH0014_GL0070449;V1.FI26_GL0021187;MH0014_GL0018646;MH0410_GL0016593;DLF004_GL0012884;411477.PARMER_00475;763536994-stool2_revised_scaffold4218_2_gene8982;MH0070_GL0076514;T2D-51A_GL0023109;158499257-stool1_revised_C1426365_1_gene218397;MH0198_GL0136594;158458797-stool1_revised_scaffold34339_1_gene123225;MH0020_GL0054246;V1.CD3-3-PN_GL0054482;NOF010_GL0094762;MH0333_GL0127877;MH0093_GL0084116;MH0011_GL0023536;763034.HMPREF9446_00054;MH0316_GL0213105;T2D-8A_GL0009802;MH0238_GL0010086;NOF013_GL0069669;MH0286_GL0018921;DOF009_GL0052782;DOM017_GL0046719;HT25A_GL0138610;O2.UC28-1_GL0164529;MH0224_GL0175039;158337416-stool2_revised_C1026028_1_gene153029;MH0187_GL0104629;MH0153_GL0117428;V1.CD15-3_GL0083934;159551223-stool2_revised_scaffold47895_1_gene123208	8	2	0	0.0	49335900	3559300	6688100	0	5594400	6563400	5481000	6267500	8564500	6617700				312
MH0073_GL0049329;MH0159_GL0067340;N082A_GL0090623;V1.UC26-0_GL0149323;T2D-73A_GL0034721;T2D-48A_GL0007256;T2D-135A_GL0058448;T2D-133A_GL0097019;N087A_GL0056037;N085A_GL0044683;MH0333_GL0051786;MH0113_GL0069088;MH0101_GL0044266;MH0061_GL0042092;MH0040_GL0061403;MH0025_GL0082884;MH0016_GL0071639;MH0011_GL0084910;DOM005_GL0034718;765094712-stool1_revised_scaffold1647_1_gene36354;V1.UC61-0_GL0091885;O2.UC17-2_GL0115633;NOF013_GL0069756;NOF013_GL0018075;NOF010_GL0083898;MH0229_GL0092957;MH0187_GL0094174;MH0109_GL0007456;MH0041_GL0047745;763577454-stool2_revised_scaffold4311_1_gene32111;160765029-stool1_revised_scaffold21321_1_gene44385;V1.CD25-4_GL0077841;NOM023_GL0015002;MH0037_GL0041021;MH0013_GL0038831;MH0176_GL0005426;764669880-stool1_revised_C444863_1_gene17324;V1.CD4-0-PN_GL0123971;763597684-stool1_revised_scaffold27796_1_gene78746;V1.UC9-0_GL0007930;MH0101_GL0052778;MH0012_GL0161194;MH0402_GL0168791;MH0381_GL0017258;159611913-stool1_revised_C691579_1_gene110056;T2D-73A_GL0030272;159551223-stool2_revised_scaffold35044_1_gene71523	3	2	2	0.0	83615500	6331300	6410600	7732900	9831100	11784000	9787200	10487000	9494400	11757000				313
160765029-stool1_revised_scaffold21431_2_gene135777	7	1	0	0.0	16279300	2747400	3689200	5117600	0	0	1848300	0	1671500	1205300				314
V1.CD3-3-PN_GL0013829;T2D-22A_GL0085395;MH0388_GL0123907;MH0309_GL0013453;MH0016_GL0052077;160765029-stool1_revised_scaffold7120_1_gene86623;MH0270_GL0027860;MH0143_GL0077781;O2.UC24-2_GL0034093;MH0405_GL0045535;MH0080_GL0013605	1	1	1	0.0	85128000	5302800	0	6155200	12879000	10823000	12068000	11209000	11716000	14975000				315
MH0012_GL0064489;T2D-51A_GL0068620;160765029-stool1_revised_scaffold7929_1_gene121042;MH0274_GL0063062;MH0016_GL0062363;MH0101_GL0040144;V1.CD3-3-PN_GL0042136;MH0442_GL0132750	3	2	2	0.0	48210000	2584800	2746600	3235400	6001300	6126400	7667100	6928800	6226000	6693600				316
V1.CD35-0_GL0044518;O2.UC37-0_GL0040837;HT8A_GL0097902;195102.CPE0903;T2D-62A_GL0053634;SZEY-10A_GL0027684;V1.UC55-0_GL0199284	2	1	1	0.0	34960300	1473200	2644300	1150600	5362900	4178200	4447300	4869800	5221500	5612500				317
290338.CKO_02750;T2D-132A_GL0087716;T2D-108A_GL0068242;MH0260_GL0136762;585054.EFER_2614;V1.UC21-4_GL0130493;716541.ECL_01169;199310.c0521;T2D-77A_GL0028444;MH0093_GL0044566;DLM028_GL0074045;1028307.EAE_12525;SZEY-40A_GL0063713;DOF008_GL0018349	2	2	2	0.0	30093500	1918100	2440600	2088000	2672000	3365600	6237400	4115400	3484500	3771900				318
199310.c1093;585054.EFER_1094;T2D-192A_GL0017522;ED13A_GL0075461;MH0016_GL0007901	18	18	7	0.0	870395000	49264000	42401000	30440000	117760000	126100000	127030000	128290000	138220000	110890000				319
670892.EC3431_2490;344609.SbBS512_E4840;199310.c5342;V1.UC21-4_GL0070245;T2D-132A_GL0092420;T2D-108A_GL0199891	3	3	2	0.0	90896900	0	0	4229900	18642000	12753000	14614000	15401000	12770000	12487000				320
199310.c5465;NLM027_GL0089809;N086A_GL0077686;MH0008_GL0032874;469613.HMPREF0864_02960;290338.CKO_03410;MH0260_GL0036222;MH0247_GL0000098	6	6	2	0.0	279907900	7345200	2357800	9864900	50950000	27937000	35862000	32326000	88979000	24286000				321
206672.BL0707;V1.CD36-0_GL0127297;V1.CD40-0_GL0032099	7	2	2	0.0	12890300	2975200	2655300	3044300	0	0	1975100	0	0	2240400				322
V1.CD21-0_GL0076446;SZEY-26A_GL0055142;O2.CD1-0-PT_GL0143718;MH0287_GL0189292;MH0199_GL0008930;MH0134_GL0035400;MH0087_GL0024018;MH0274_GL0005333;245014.CK3_11350;N032A_GL0001722;V1.UC31-4_GL0076850;V1.UC15-3_GL0024806;T2D-109A_GL0000714;MH0351_GL0012371;O2.UC36-0_GL0023500;SZEY-30A_GL0032827;ED50A_GL0054522;SZEY-68A_GL0018466;O2.UC49-0_GL0086344;T2D-148A_GL0041000;V1.CD36-0_GL0053255;O2.UC5-0_GL0137600;MH0393_GL0025263	4	3	0	0.0	61131200	0	0	0	10130000	11307000	7272100	7875100	11889000	12658000				323
V1.UC16-0_GL0036654;264199.stu1788;HT8A_GL0098682;388919.SSA_2108;O2.CD1-0_GL0071184;MH0341_GL0102430;864570.HMPREF9189_1886;469609.HMPREF0847_00215;T2D-31A_GL0062507	7	4	1	0.0	65686800	8284500	8898700	8115400	4700500	7139200	6086700	6961000	10085000	5415800				324
MH0008_GL0005290;585054.EFER_0872;290338.CKO_00498;SZEY-48A_GL0076491;MH0260_GL0064383;469595.CSAG_02140;1028307.EAE_24470	2	2	2	0.0	34529900	1727400	1071000	0	5116700	5476700	6473000	5414600	3874700	5375800				325
MH0425_GL0031039;MH0260_GL0133492;MH0204_GL0042191;MH0179_GL0007678;MH0014_GL0045974;290338.CKO_02554;888063.HMPREF9086_1219;NLM027_GL0088359;V1.UC39-4_GL0103559	3	3	2	0.0	56451300	5403600	5377700	0	6079100	8382500	8437500	10757000	5988300	6025600				326
290338.CKO_03408	4	1	1	0.0	10242000	0	0	0	3947300	1983600	0	2044300	0	2266800				327
T2D-76A_GL0081237;O2.UC38-2_GL0040484;MH0277_GL0007010;NLM027_GL0043994;MH0277_GL0017544;ED13A_GL0025710;MH0425_GL0000380;290338.CKO_04479;MH0260_GL0053555	1	1	1	0.0	10725390	884590	0	0	0	1260300	3894800	3342100	0	1343600				328
MH0415_GL0217496;585054.EFER_3317;444447.ECH7EC4206_A2872;SZEY-40A_GL0049340;MH0425_GL0150771;DOM005_GL0028800;290338.CKO_04753;T2D-132A_GL0073505;T2D-108A_GL0176484	1	1	1	0.0	11737700	0	0	0	0	0	3665600	3414500	2535000	2122600				329
321967.LSEI_2500;MH0415_GL0073704;MH0372_GL0124279;MH0168_GL0096979;158499257-stool2_revised_scaffold64248_1_gene114875	2	1	1	0.0	13885400	5354100	3645000	4886300	0	0	0	0	0	0				330
MH0047_GL0009044;338793263-stool1_revised_scaffold5486_1_gene36775	2	2	2	0.0	20067500	0	2211400	1988600	3647500	2665900	1967000	2209400	3049700	2328000				331
358708.Sd1012_2684;MH0415_GL0032974;MH0415_GL0110910;T2D-108A_GL0130814;469595.CSAG_02746;MH0425_GL0081875;469613.HMPREF0864_02987;556269.OFBG_01926;V1.UC39-4_GL0006095;290338.CKO_04309	3	3	3	0.0	58004620	1023900	660220	0	7404600	7781900	10038000	9263400	12460000	9372600				332
360104.CCC13826_1124;MH0357_GL0122086;O2.UC2-2_GL0016241;360107.CHAB381_1757;O2.UC20-1_GL0192640;T2D-33A_GL0042552;V1.FI24_GL0099769;MH0377_GL0089819;MH0058_GL0072523	4	1	0	0.0	45126500	5413400	5050300	5459600	6376700	5649300	4729400	5780600	0	6667200				333
360107.CHAB381_1672	4	1	1	0.0	35178800	4796900	3218600	4092800	4945800	4517700	4302400	3323500	2529200	3451900				334
V1.CD7-0-PN_GL0035888;MH0327_GL0035310;V1.CD40-0_GL0201163;MH0203_GL0230153;V1.CD7-0-PN_GL0036605;367928.BAD_0386;MH0410_GL0078126;V1.CD36-0_GL0098915;V1.UC40-1_GL0106359	1	1	1	0.0	24679800	3572300	2575800	2722500	2960500	3124700	2333100	3712300	0	3678600				335
547043.BIFPSEUDO_02452;367928.BAD_0450;473819.BIFDEN_00138;MH0341_GL0020979;V1.CD7-0-PN_GL0036546	4	4	3	0.0	59474000	13106000	10077000	10032000	4275900	4467100	4298900	4684600	4687500	3845000				336
V1.FI37_GL0030438;367928.BAD_0742;V1.FI01_GL0084883;V1.CD7-0-PN_GL0040337;V1.CD7-0-PN_GL0043927	5	5	5	0.0	107102900	23026000	17465000	18165000	7307500	8457700	9831200	9089000	7108400	6653100				337
V1.UC21-4_GL0029378;MH0272_GL0073934;367928.BAD_1117;MH0131_GL0034742;V1.CD7-0-PN_GL0017295;V1.CD40-0_GL0050371;MH0188_GL0007212;DLF014_GL0051902;518635.BIFANG_03283;O2.UC11-2_GL0104213;V1.CD1-3-PN_GL0032867	5	5	5	0.0	73355900	42695000	8882500	10401000	1469600	1609500	3446600	1350800	2130000	1370900				338
V1.CD40-0_GL0176564;DLF012_GL0002400;V1.CD1-0-PT_GL0054029;391904.BLIJ_0145;518635.BIFANG_02292;553191.HMPREF9003_1537;V1.CD7-0-PN_GL0026338;V1.FI02_GL0189243;V1.CD49-0_GL0031112;V1.CD1-0-PT_GL0145783;944560.HMPREF9058_0598;1042403.BALAC2494_01182;MH0086_GL0019233	9	8	5	0.0	130074000	39234000	44671000	28802000	3838700	2658100	2304700	3246600	2505100	2813800				339
391904.BLIJ_1120;O2.UC37-1_GL0081003;O2.CD1-0-PT_GL0091861;V1.CD40-0_GL0101676;DLF012_GL0051411	11	4	4	0.0	47282600	10326000	6614100	9272400	4046800	2840500	4884600	2911900	2851700	3534600				340
401473.BDP_0405;T2D-22A_GL0050769	5	1	1	0.0	22458770	6169000	6231400	4194900	1489700	1453800	854510	914460	0	1151000				341
404239096-stool1_revised_scaffold12090_1_gene88278	4	1	1	0.0	6161380	977300	3225400	1020600	938080	0	0	0	0	0				342
404239096-stool1_revised_scaffold16846_1_gene54821;N051A_GL0002047;MH0101_GL0012448;MH0094_GL0006558;MH0037_GL0003490;O2.UC2-1_GL0110108;158458797-stool1_revised_C1306664_1_gene122586;V1.CD38-0_GL0149814;T2D-135A_GL0021622;NOF010_GL0045656;MH0267_GL0129436;MH0239_GL0063139;MH0195_GL0157650;MH0068_GL0044952;MH0012_GL0022142;DOM005_GL0011926;V1.UC46-0_GL0025132;MH0351_GL0019661;MH0238_GL0193899;V1.CD15-3_GL0066392;SZEY-44A_GL0079576;MH0239_GL0090601;765560005-stool1_revised_scaffold23730_1_gene88791;V1.UC17-2_GL0060562;O2.UC24-2_GL0091860;MH0415_GL0181182;V1.UC57-0_GL0170485;MH0410_GL0099385;MH0452_GL0014080;MH0149_GL0124001;MH0267_GL0016199;MH0189_GL0122818;MH0441_GL0077875;MH0384_GL0028904;MH0250_GL0118293;160400887-stool1_revised_scaffold35547_1_gene71506;O2.UC32-1_GL0037797;MH0329_GL0153414;MH0009_GL0075354;MH0448_GL0030593;V1.FI26_GL0114876	8	7	1	0.0	182764000	34470000	41267000	32851000	10833000	12393000	11593000	14981000	21021000	3355000				343
404239096-stool1_revised_scaffold23635_1_gene31003;O2.UC24-0_GL0042329	13	2	0	0.0	16525200	3914000	3499100	9112100	0	0	0	0	0	0				344
V1.CD43-0_GL0074521;T2D-48A_GL0020314;T2D-26A_GL0121070;T2D-133A_GL0077813;T2D-109A_GL0107337;NOF010_GL0063615;N087A_GL0016183;MH0351_GL0108536;MH0333_GL0053809;MH0274_GL0097158;MH0238_GL0122734;MH0107_GL0026769;MH0101_GL0051965;MH0038_GL0043216;DOM005_GL0013557;MH0165_GL0036892;MH0006_GL0219902;404239096-stool1_revised_scaffold23857_2_gene2543;MH0096_GL0059549;MH0198_GL0048245;MH0437_GL0195830;158499257-stool2_revised_scaffold61352_1_gene34985;160400887-stool1_revised_C1456286_1_gene52735;158479027-stool1_revised_C719679_1_gene24162;158458797-stool1_revised_scaffold35151_1_gene94224;MH0187_GL0059230;DLM014_GL0052693;DLM014_GL0045382;158499257-stool1_revised_C1452638_1_gene41526;ED16A_GL0155494;MH0133_GL0062366	2	1	0	0.0	25109200	3294000	3270000	3423700	0	0	5028000	4916200	5177300	0				345
404239096-stool1_revised_scaffold26117_2_gene23128;O2.UC28-0_GL0101606;159005010-stool1_revised_scaffold15161_1_gene35037;V1.CD52-0_GL0034091	22	17	7	0.0	659803000	53406000	45766000	47019000	84629000	92599000	85320000	83380000	82685000	84999000				346
MH0302_GL0055159;MH0128_GL0048190;MH0010_GL0044121;DOM005_GL0010462;MH0101_GL0038192;MH0012_GL0065612;NOF010_GL0096610;MH0267_GL0100350;MH0094_GL0099850;MH0013_GL0032946;N085A_GL0021212;V1.CD38-0_GL0063889;MH0289_GL0155932;MH0088_GL0049539;MH0003_GL0034418;404239096-stool1_revised_scaffold27337_1_gene99443;MH0379_GL0088316;MH0333_GL0057248;MH0101_GL0089560;MH0011_GL0095965;MH0003_GL0075771;NLM017_GL0002592;457424.BFAG_00254;N044A_GL0034971;V1.FI35_GL0016558;159490532-stool2_revised_C641040_1_gene53827;T2D-118A_GL0004932;MH0217_GL0081724;DOM021_GL0054289;T2D-34A_GL0001533;NOM023_GL0031517;NOF008_GL0000216;665938.HMPREF1018_00938;MH0085_GL0043254;DOM005_GL0034749;V1.CD35-1_GL0047914;V1.UC11-5_GL0191052;764062976-stool1_revised_scaffold39985_1_gene53684;T2D-59A_GL0000701;MH0198_GL0050538;MH0381_GL0188081;N013A_GL0064155;T2D-51A_GL0137816;T2D-22A_GL0139215;MH0360_GL0044007;MH0309_GL0034285;MH0274_GL0009301;MH0229_GL0093655;MH0187_GL0012324	3	3	3	0.0	55672100	3543800	4613200	3236800	7975200	7288800	6772800	7719700	7939400	6582400				347
411462.DORLON_00036;O2.UC15-0_GL0029627	22	1	0	0.0	20568300	1878000	3609400	1820600	2090300	2184400	2306100	2452000	2126200	2101300				348
V1.UC17-0_GL0006873;411465.PEPMIC_01496;V1.UC26-0_GL0076568	2	1	1	0.0	16336200	0	5126300	0	3268900	3448300	0	0	4492700	0				349
411467.BACCAP_00553;T2D-11A_GL0080831;MH0131_GL0101431;MH0302_GL0045102;O2.UC7-1_GL0072354;MH0227_GL0049602;V1.FI10_GL0099566;V1.UC35-4_GL0084216;MH0456_GL0134453;MH0239_GL0085655;MH0328_GL0105785;V1.FI12_GL0103393;V1.FI20_GL0014990;MH0369_GL0152387;O2.UC21-1_GL0102462;MH0280_GL0094224;MH0433_GL0167107;762983.HMPREF9444_00190;MH0192_GL0129533;MH0318_GL0231392;O2.UC22-1_GL0171588;MH0318_GL0178326;MH0260_GL0007647;O2.UC41-0_GL0126184;MH0390_GL0164349;MH0437_GL0011570;O2.UC48-0_GL0072302;MH0318_GL0049659;MH0302_GL0048804	9	1	0	0.0	14475700	1299300	0	0	2515900	2182300	3947800	0	2425200	2105200				350
411467.BACCAP_00894;160502038-stool1_revised_scaffold1156_2_gene12498	3	1	0	0.0	16439800	0	0	0	1527500	2882800	3201300	1550100	4488300	2789800				351
411467.BACCAP_01357;MH0187_GL0098720;MH0189_GL0094965;V1.CD21-0_GL0047952;V1.CD3-0-PN_GL0083445;T2D-62A_GL0037871;O2.UC41-1_GL0035440;ED12A_GL0049164;MH0375_GL0103494	7	1	0	0.0	33512500	0	0	0	4674800	4657200	5011600	7761400	5923800	5483700				352
411468.CLOSCI_01563;MH0409_GL0108558;MH0384_GL0019575;MH0419_GL0196607;159753524-stool1_revised_C1027862_1_gene15334;DOM012_GL0011935;MH0222_GL0199946;V1.UC11-5_GL0159314	28	2	0	0.0	68563800	25724000	13104000	24262000	0	0	3083800	0	0	2390000				353
MH0402_GL0218453;NOM023_GL0050919;NOF013_GL0028991;MH0267_GL0146139;MH0302_GL0091840;556259.BSGG_3275;483215.BACFIN_09115;411476.BACOVA_04292;DOM005_GL0007772;MH0381_GL0046470;763034.HMPREF9446_00892;N085A_GL0051661;SZEY-74A_GL0106777;MH0098_GL0041704;O2.UC3-0_GL0077463;V1.UC10-0_GL0009512;MH0192_GL0019368;O2.UC8-2_GL0125989;V1.CD6-4_GL0120509;T2D-110A_GL0089590;MH0333_GL0000970;MH0314_GL0127516;MH0101_GL0009201;MH0012_GL0200373;MH0003_GL0018401;V1.UC41-0_GL0060484;NOF010_GL0033984;MH0196_GL0000443;411901.BACCAC_02913;226186.BT_1551;T2D-73A_GL0042175;T2D-113A_GL0007487;V1.CD54-0_GL0096019	3	3	3	0.0	30494200	3268000	3698000	4132000	2584400	4023000	4145000	4096000	4547800	0				354
411477.PARMER_03079	2	2	2	0.0	32581200	1628400	1772200	1375800	3906200	4248100	6440900	3209500	6014100	3986000				355
411477.PARMER_03867;T2D-51A_GL0103780;MH0274_GL0038186;MH0274_GL0142451	9	9	9	0.0	188509000	16980000	20739000	18302000	21502000	21443000	21439000	23920000	25476000	18708000				356
411479.BACUNI_01823;NOM014_GL0008707;MH0402_GL0199617;MH0037_GL0051794;N085A_GL0044697;MH0066_GL0008672;SZEY-09A_GL0075141;V1.FI30_GL0025131;MH0260_GL0155425;MH0175_GL0079092;MH0118_GL0051034;MH0458_GL0076717;V1.CD29-0_GL0098221;V1.UC62-0_GL0178112	7	1	1	0.0	22824700	2341300	4429800	2024000	2264100	2410900	2389600	2262100	2424300	2278600				357
411481.BIFADO_01328;V1.UC31-0_GL0052428;V1.CD1-0-PT_GL0017506;V1.UC11-5_GL0150034	9	9	5	0.0	153261000	27144000	19487000	22674000	13740000	12612000	13308000	13018000	17792000	13486000				358
411483.FAEPRAA2165_00243;MH0404_GL0167977;MH0028_GL0087608;O2.UC11-2_GL0001946;V1.FI02_GL0068633;O2.UC20-1_GL0060857;V1.UC17-2_GL0144186;NOM007_GL0060150;O2.UC19-2_GL0060704;MH0141_GL0078546;SZEY-90A_GL0032809;O2.UC36-0_GL0168665;T2D-114A_GL0073341;T2D-11A_GL0041736;MH0288_GL0040037	61	16	1	0.0	1441821000	127600000	161730000	80341000	175880000	174710000	166510000	179170000	206020000	169860000				359
MH0411_GL0002516;ED9A_GL0114251;411483.FAEPRAA2165_00344;N038A_GL0027136;MH0150_GL0051715;V1.FI09_GL0054136;MH0126_GL0062435;MH0387_GL0043656;O2.UC44-2_GL0328399;V1.CD6-0-PN_GL0149532;MH0212_GL0158881;O2.UC48-1_GL0225037;MH0369_GL0138265	5	1	0	0.0	18276600	0	4026500	0	7358000	0	0	0	6892100	0				360
657322.FPR_11650;411483.FAEPRAA2165_02830;MH0023_GL0010036;MH0358_GL0038244;718252.FP2_14880;O2.UC52-2_GL0010506	5	5	4	0.0	773827000	32799000	47011000	30587000	118140000	115740000	110220000	103470000	106910000	108950000				361
O2.UC50-0_GL0149017;NLM031_GL0020612;MH0422_GL0081395;V1.FI07_GL0015742;T2D-102A_GL0070717;MH0161_GL0121423;MH0010_GL0015992;411483.FAEPRAA2165_03089;V1.FI13_GL0043714	1	1	1	0.0	10548000	1244300	1290200	1253400	1794100	1720800	0	1607700	0	1637500				362
411485.FAEPRAM212_00741;MH0284_GL0047781;MH0187_GL0059031;MH0127_GL0025496;MH0212_GL0033916;O2.UC40-2_GL0137244;MH0407_GL0166140;MH0088_GL0126321;MH0310_GL0063434;T2D-140A_GL0037569;MH0150_GL0095503;O2.UC44-2_GL0170065;V1.UC50-1_GL0082390;V1.UC45-0_GL0042712;MH0148_GL0028355;MH0006_GL0065836;T2D-9A_GL0095462;V1.UC27-0_GL0116939;V1.UC17-2_GL0145241;MH0009_GL0045920;MH0436_GL0178233;764588959-stool1_revised_C752258_1_gene37571;MH0447_GL0032954;MH0374_GL0097161;MH0196_GL0087104	26	24	2	0.0	2147483647	92369000	114010000	92127000	531070000	554590000	523740000	496470000	500270000	449310000				363
411485.FAEPRAM212_01761;MH0096_GL0099839;MH0174_GL0062700;MH0002_GL0055620	70	70	7	0.0	2147483647	919330000	1228400000	973550000	2040400000	2122000000	1867800000	1917800000	1940100000	1746500000				364
411485.FAEPRAM212_02388	2	2	2	0.0	30165300	1456600	2898500	2073600	2976500	6061500	4178700	2908000	4590500	3021400				365
411485.FAEPRAM212_02543	5	5	2	0.0	184177100	3919800	7405300	3908000	16286000	35043000	23177000	32156000	27818000	34464000				366
MH0006_GL0013278;411485.FAEPRAM212_02607;T2D-91A_GL0058847;T2D-102A_GL0013821	8	8	8	0.0	274489100	5818600	6133200	6280300	43950000	41973000	37409000	47594000	42086000	43245000				367
411485.FAEPRAM212_02754;638754422-stool1_revised_scaffold23958_2_gene96072;MH0373_GL0147734	13	10	0	0.0	809331000	56701000	50029000	43109000	111370000	113830000	99032000	111060000	117320000	106880000				368
411485.FAEPRAM212_02812;ED10A_GL0067314;MH0251_GL0036895;MH0205_GL0067073;MH0198_GL0209385;MH0310_GL0077234;MH0086_GL0091040;O2.UC9-0_GL0036553;O2.UC9-0_GL0136899;MH0211_GL0197010;MH0161_GL0125551;MH0340_GL0171563;MH0267_GL0174620;MH0060_GL0046507;N037A_GL0031762;V1.FI07_GL0006494;V1.UC5-0_GL0058090;MH0319_GL0105071;MH0276_GL0028771;MH0230_GL0158262;MH0243_GL0067629;MH0062_GL0050558;V1.UC50-1_GL0132925;O2.CD2-0_GL0062255;MH0376_GL0042056;O2.UC60-2_GL0031652;NLM031_GL0049677;MH0212_GL0130603;V1.UC12-4_GL0108879;MH0117_GL0084810;NOM012_GL0011298;O2.UC31-1_GL0060354;MH0446_GL0090775;MH0220_GL0081288	13	13	12	0.0	631450900	5468900	24053000	2642000	107590000	112840000	76419000	103180000	100990000	98268000				369
411485.FAEPRAM212_03038	3	3	3	0.0	402332000	5199500	11874000	4658500	58713000	77546000	47311000	62714000	67893000	66423000				370
T2D-31A_GL0083297;O2.UC3-1_GL0080636;411490.ANACAC_00272;V1.UC49-1_GL0075130;411490.ANACAC_03734	1	1	1	0.0	4018380	700640	2709900	607840	0	0	0	0	0	0				371
411901.BACCAC_00028	33	10	1	0.0	624434000	59337000	70089000	51213000	69640000	83440000	74489000	78272000	70877000	67077000				372
MH0358_GL0163565;411902.CLOBOL_04537;MH0239_GL0065847;ED15A_GL0093700;ED15A_GL0033236;MH0071_GL0035667;MH0444_GL0108544;MH0372_GL0013813;T2D-11A_GL0035379;V1.CD5-0-PN_GL0010725;V1.CD21-0_GL0009368;V1.FI23_GL0010894;ED15A_GL0007195;V1.CD2-0-PT_GL0005236;T2D-59A_GL0071570;V1.FI17_GL0146053;SZEY-35A_GL0043814;V1.UC14-1_GL0100145;V1.CD20-0_GL0141114;V1.CD21-4_GL0040994	3	2	1	0.0	83924300	0	0	0	0	13673000	21188000	26778000	4975300	17310000				373
